sentiment,text,date,cleaned_text,tokens
negative,"These severe, reocurring headaches have become unbearable...i'm going to the emergency room  @projectbrain",Wed Jun 03 00:52:08 PDT 2009,these severe reocurring headaches have become unbearableim going to the emergency room,"['severe', 'reocurring', 'headache', 'become', 'unbearableim', 'going', 'emergency', 'room']"
positive,"Church, then homework. that is my plan for the day ",Sun Jun 07 05:58:55 PDT 2009,church then homework that is my plan for the day,"['church', 'homework', 'plan', 'day']"
positive,reading my bible ,Sun Jun 14 22:33:34 PDT 2009,reading my bible,"['reading', 'bible']"
negative,ok...so back injection #4 doesn't appear to be working either...it's getting me a little down ,Fri Jun 19 12:46:07 PDT 2009,okso back injection  doesnt appear to be working eitherits getting me a little down,"['okso', 'back', 'injection', 'doesnt', 'appear', 'working', 'eitherits', 'getting', 'little']"
negative,I feel tired  and don't wanna go to QU! Good Morning Tweets.,Sat May 16 22:24:18 PDT 2009,i feel tired  and dont wanna go to qu good morning tweets,"['feel', 'tired', 'dont', 'wan', 'na', 'go', 'qu', 'good', 'morning', 'tweet']"
positive,"@TDGraceChen Oh,know how it feels.Dont forget to take a break once a while ",Sat May 30 07:31:08 PDT 2009,ohknow how it feelsdont forget to take a break once a while,"['ohknow', 'feelsdont', 'forget', 'take', 'break']"
positive,Social work class. Good morning ,Mon Jun 15 07:03:41 PDT 2009,social work class good morning,"['social', 'work', 'class', 'good', 'morning']"
negative,I dont like the sound of UK search engine tax. http://tinyurl.com/d2yfks. The tax will no doubt be paid by advertisers ultimately ,Mon May 04 03:46:15 PDT 2009,i dont like the sound of uk search engine tax  the tax will no doubt be paid by advertisers ultimately,"['dont', 'like', 'sound', 'uk', 'search', 'engine', 'tax', 'tax', 'doubt', 'paid', 'advertiser', 'ultimately']"
positive,Counting down until my visit to Vancouver - I'm back next Saturday! Good thing too because I'm craving (good) sushi and @japadog ,Sun Jun 07 17:34:12 PDT 2009,counting down until my visit to vancouver  im back next saturday good thing too because im craving good sushi and,"['counting', 'visit', 'vancouver', 'im', 'back', 'next', 'saturday', 'good', 'thing', 'im', 'craving', 'good', 'sushi']"
positive,@swichi293 not a problem ,Mon Jun 15 19:54:24 PDT 2009,not a problem,['problem']
positive,Think back 10 years ago: what was the one thing you wanted the most? Mine was to have another baby ,Thu May 14 07:53:26 PDT 2009,think back 10 years ago what was the one thing you wanted the most mine was to have another baby,"['think', 'back', '10', 'year', 'ago', 'one', 'thing', 'wanted', 'mine', 'another', 'baby']"
positive,@Strok Have fun on the sleeper ,Tue Jun 02 04:49:51 PDT 2009,have fun on the sleeper,"['fun', 'sleeper']"
positive,@ab_p multitasking. thats what i like to see ,Fri May 22 01:14:32 PDT 2009,multitasking thats what i like to see,"['multitasking', 'thats', 'like', 'see']"
negative,"@musicgeekchic thank you for the recipe. Sadly, I'm at my parents house and I dont think they keep brandy around... ",Sat May 30 19:29:00 PDT 2009,thank you for the recipe sadly im at my parents house and i dont think they keep brandy around,"['thank', 'recipe', 'sadly', 'im', 'parent', 'house', 'dont', 'think', 'keep', 'brandy', 'around']"
positive,I'm going to fail so hard at drinking tonight. I'm still sick as ,Sun Jun 07 00:07:23 PDT 2009,im going to fail so hard at drinking tonight im still sick as,"['im', 'going', 'fail', 'hard', 'drinking', 'tonight', 'im', 'still', 'sick']"
positive,Going to the Gym ,Tue Jun 16 05:32:26 PDT 2009,going to the gym,"['going', 'gym']"
positive,"@DaveJMatthews I have tasted @pieshopgirl baking, It is so delicious that it will melt your heart, enjoy your pie ",Sat Jun 06 22:51:12 PDT 2009,i have tasted  baking it is so delicious that it will melt your heart enjoy your pie,"['tasted', 'baking', 'delicious', 'melt', 'heart', 'enjoy', 'pie']"
negative,Dycal turned to be moody today when I asked whether I could go with someone who used to like me or not . ,Thu Jun 25 05:19:11 PDT 2009,dycal turned to be moody today when i asked whether i could go with someone who used to like me or not,"['dycal', 'turned', 'moody', 'today', 'asked', 'whether', 'could', 'go', 'someone', 'used', 'like']"
positive,A big thank you to everyone who answered my question about Facebook Fan Pages.  You guys are awesome,Tue Jun 02 21:20:13 PDT 2009,a big thank you to everyone who answered my question about facebook fan pages  you guys are awesome,"['big', 'thank', 'everyone', 'answered', 'question', 'facebook', 'fan', 'page', 'guy', 'awesome']"
negative,@rob_fitzpatrick @orchestrajb He is very much the 'Asda Corn Flakes' to Prince's  'beluga caviar' ,Tue Jun 02 01:46:26 PDT 2009,he is very much the asda corn flakes to princes  beluga caviar,"['much', 'asda', 'corn', 'flake', 'prince', 'beluga', 'caviar']"
positive,@KrisAllenmusic http://twitpic.com/68e67 - and i'm proud of you.  lol. you're amazing. i can't wait until your album comes out.,Fri May 29 22:35:44 PDT 2009,and im proud of you  lol youre amazing i cant wait until your album comes out,"['im', 'proud', 'lol', 'youre', 'amazing', 'cant', 'wait', 'album', 'come']"
negative,@Yonodactyl no not Friday  I'm going to Disney how's Saturday,Thu Jun 18 13:19:18 PDT 2009,no not friday  im going to disney hows saturday,"['friday', 'im', 'going', 'disney', 'hows', 'saturday']"
positive,is watching twilight with my amazing boyfriend justin and victoria ,Mon Jun 15 19:04:19 PDT 2009,is watching twilight with my amazing boyfriend justin and victoria,"['watching', 'twilight', 'amazing', 'boyfriend', 'justin', 'victoria']"
positive,"@GlossGreen  i started watching &quot;Days of our lives&quot; around then there, no big thang ",Sat May 30 10:52:33 PDT 2009,i started watching quotdays of our livesquot around then there no big thang,"['started', 'watching', 'quotdays', 'livesquot', 'around', 'big', 'thang']"
negative,Thanks for the sleepless night ,Mon Jun 15 06:14:49 PDT 2009,thanks for the sleepless night,"['thanks', 'sleepless', 'night']"
positive,"@ahoova Good for you, girl! ",Sun May 31 14:19:20 PDT 2009,good for you girl,"['good', 'girl']"
negative,Having the worst weekend of my life just sitting here recaping all the drama ,Sun May 31 17:10:16 PDT 2009,having the worst weekend of my life just sitting here recaping all the drama,"['worst', 'weekend', 'life', 'sitting', 'recaping', 'drama']"
positive,@lownleeeynjul sorry dozed offf! lol so hi... ,Sat Jun 06 06:39:26 PDT 2009,sorry dozed offf lol so hi,"['sorry', 'dozed', 'offf', 'lol', 'hi']"
positive,@Fanny57 I did miss you!  Nice to meet ya btw ,Sun Apr 19 06:49:28 PDT 2009,i did miss you  nice to meet ya btw,"['miss', 'nice', 'meet', 'ya', 'btw']"
negative,thinks @richd78 should stop sending him work to do ,Tue Apr 07 07:59:31 PDT 2009,thinks  should stop sending him work to do,"['think', 'stop', 'sending', 'work']"
positive,@tracecyrus http://twitpic.com/6ea41 - But you are still sweeter. ,Mon Jun 01 04:41:24 PDT 2009,but you are still sweeter,"['still', 'sweeter']"
negative,is at home alone...and extremely bored and lonely...whoa! what a weekend! went too fast!..i miss my ladies already  x,Mon May 04 02:06:10 PDT 2009,is at home aloneand extremely bored and lonelywhoa what a weekend went too fasti miss my ladies already  x,"['home', 'aloneand', 'extremely', 'bored', 'lonelywhoa', 'weekend', 'went', 'fasti', 'miss', 'lady', 'already', 'x']"
positive,@ddlovato try jello and gatorade--- that always helps me  hope you feel better,Mon Jun 15 10:33:15 PDT 2009,try jello and gatorade that always helps me  hope you feel better,"['try', 'jello', 'gatorade', 'always', 'help', 'hope', 'feel', 'better']"
negative,@MacFindHer Hooray! now you get to throw all your food in the fridge out ,Sat Jun 20 19:30:16 PDT 2009,hooray now you get to throw all your food in the fridge out,"['hooray', 'get', 'throw', 'food', 'fridge']"
positive,"@cessii @maxreemer maax dont listen to cec, she's being mean!  you should go on blogtv btw! ",Mon Jun 15 09:46:14 PDT 2009,maax dont listen to cec shes being mean  you should go on blogtv btw,"['maax', 'dont', 'listen', 'cec', 'shes', 'mean', 'go', 'blogtv', 'btw']"
positive,"@jonee A thousand times Yes. It's like a pancake, if you think about it! ",Sun May 17 11:44:30 PDT 2009,a thousand times yes its like a pancake if you think about it,"['thousand', 'time', 'yes', 'like', 'pancake', 'think']"
negative,About To Clock In to Work!!! Ugh!!! ,Fri Jun 19 16:57:03 PDT 2009,about to clock in to work ugh,"['clock', 'work', 'ugh']"
positive,"If you start from the bottom, it takes a long time to climb. Why not start right at the top? The only way up is to break records ",Sat May 30 13:13:18 PDT 2009,if you start from the bottom it takes a long time to climb why not start right at the top the only way up is to break records,"['start', 'bottom', 'take', 'long', 'time', 'climb', 'start', 'right', 'top', 'way', 'break', 'record']"
negative,is trying to build some muscle  http://plurk.com/p/11iris,Tue Jun 16 22:23:33 PDT 2009,is trying to build some muscle,"['trying', 'build', 'muscle']"
positive,@lydia80 those shoes are to die for! can pls buy wholesale &amp; sell here pls!!! ,Tue Apr 21 00:26:16 PDT 2009,those shoes are to die for can pls buy wholesale amp sell here pls,"['shoe', 'die', 'pls', 'buy', 'wholesale', 'amp', 'sell', 'pls']"
negative,wants a slurpee. but dunt have no money  pooooooo. anywho HOW IS EVERYONE?!,Tue Jun 02 14:46:24 PDT 2009,wants a slurpee but dunt have no money  pooooooo anywho how is everyone,"['want', 'slurpee', 'dunt', 'money', 'pooooooo', 'anywho', 'everyone']"
positive,Pitchengine.com is the coolest thing ever. Just posted my first social media news release  : http://pitch.pe/13880,Mon Jun 01 08:56:59 PDT 2009,pitchenginecom is the coolest thing ever just posted my first social media news release,"['pitchenginecom', 'coolest', 'thing', 'ever', 'posted', 'first', 'social', 'medium', 'news', 'release']"
negative,Low blood sugar uggggg ,Sat Jun 20 16:43:12 PDT 2009,low blood sugar uggggg,"['low', 'blood', 'sugar', 'uggggg']"
positive,aand of course as soon as I tweet about Rocky not being around he jumps up to my window... ,Sat May 30 04:01:26 PDT 2009,aand of course as soon as i tweet about rocky not being around he jumps up to my window,"['aand', 'course', 'soon', 'tweet', 'rocky', 'around', 'jump', 'window']"
positive,going to see UP! then playing a show with my brother at South Bound @ 7pm! will you be there? ,Tue Jun 02 13:44:09 PDT 2009,going to see up then playing a show with my brother at south bound  7pm will you be there,"['going', 'see', 'playing', 'show', 'brother', 'south', 'bound', '7pm']"
positive,@irenerencsi  Made a booby first time and changed it maybe you got first one....trid this one and its good to go  well I can see it,Mon Jun 01 06:48:23 PDT 2009,made a booby first time and changed it maybe you got first onetrid this one and its good to go  well i can see it,"['made', 'booby', 'first', 'time', 'changed', 'maybe', 'got', 'first', 'onetrid', 'one', 'good', 'go', 'well', 'see']"
positive,"Getting dinner stuffs ready for tonight, maybe a wee surprise too ;) Hubbys back for good today  looks like rain though  Roll on tonight",Sat Jun 06 02:59:59 PDT 2009,getting dinner stuffs ready for tonight maybe a wee surprise too  hubbys back for good today  looks like rain though  roll on tonight,"['getting', 'dinner', 'stuff', 'ready', 'tonight', 'maybe', 'wee', 'surprise', 'hubby', 'back', 'good', 'today', 'look', 'like', 'rain', 'though', 'roll', 'tonight']"
negative,"@bk_brown, that is very true. I'm very excited to move to Florida, but like you &amp; Columbus, I'm going to miss my cats like no other. ",Sat Jun 20 07:55:00 PDT 2009,that is very true im very excited to move to florida but like you amp columbus im going to miss my cats like no other,"['true', 'im', 'excited', 'move', 'florida', 'like', 'amp', 'columbus', 'im', 'going', 'miss', 'cat', 'like']"
positive,Chilling feeling really nice.. ,Sat May 09 19:36:12 PDT 2009,chilling feeling really nice,"['chilling', 'feeling', 'really', 'nice']"
negative,"@Kutski Can I have a shout out, and promise to listen using Listen Again in the morning? As I have a early start, need to get somewhere. ",Fri Jun 05 15:12:38 PDT 2009,can i have a shout out and promise to listen using listen again in the morning as i have a early start need to get somewhere,"['shout', 'promise', 'listen', 'using', 'listen', 'morning', 'early', 'start', 'need', 'get', 'somewhere']"
negative,Ripping out the bathroom on hotest day yr! D'uh! And the job is bigger than we thought  D'uh!,Sun May 31 08:27:18 PDT 2009,ripping out the bathroom on hotest day yr duh and the job is bigger than we thought  duh,"['ripping', 'bathroom', 'hotest', 'day', 'yr', 'duh', 'job', 'bigger', 'thought', 'duh']"
positive,"@hfwardhouse Heehee. Course, I'll just cruise over in Andy's new yacht (see Andy launch thread  ) :p",Mon Apr 20 05:34:19 PDT 2009,heehee course ill just cruise over in andys new yacht see andy launch thread   p,"['heehee', 'course', 'ill', 'cruise', 'andys', 'new', 'yacht', 'see', 'andy', 'launch', 'thread', 'p']"
positive,"installed our new dmx-interface yesterday and it rocks! no more latency, and the additional dmx-in has already proven to be very useful ",Sun May 31 05:28:56 PDT 2009,installed our new dmxinterface yesterday and it rocks no more latency and the additional dmxin has already proven to be very useful,"['installed', 'new', 'dmxinterface', 'yesterday', 'rock', 'latency', 'additional', 'dmxin', 'already', 'proven', 'useful']"
positive,@chavie101 Thanks. ,Tue Jun 02 05:01:54 PDT 2009,thanks,['thanks']
negative,man i keep tryin n trying but i cant slp i miss my wife my baby my love ,Sat May 02 00:24:10 PDT 2009,man i keep tryin n trying but i cant slp i miss my wife my baby my love,"['man', 'keep', 'tryin', 'n', 'trying', 'cant', 'slp', 'miss', 'wife', 'baby', 'love']"
negative,I hurt so much. Fragile heads need great big cuddles. Owwwww. ,Mon Jun 01 11:42:43 PDT 2009,i hurt so much fragile heads need great big cuddles o,"['hurt', 'much', 'fragile', 'head', 'need', 'great', 'big', 'cuddle']"
negative,"i expected a semi-breezy day with the rain. now there's sun, a very hot one. GRRRR. it's so freaking hot. i wanna go to the pool. ",Thu Jun 25 08:05:15 PDT 2009,i expected a semibreezy day with the rain now theres sun a very hot one grrrr its so freaking hot i wanna go to the pool,"['expected', 'semibreezy', 'day', 'rain', 'there', 'sun', 'hot', 'one', 'grrrr', 'freaking', 'hot', 'wan', 'na', 'go', 'pool']"
positive,"Of those applying to be Enforcers this year, would anyone like to work alongside moi? ",Sat May 30 12:56:57 PDT 2009,of those applying to be enforcers this year would anyone like to work alongside moi,"['applying', 'enforcer', 'year', 'would', 'anyone', 'like', 'work', 'alongside', 'moi']"
negative,Ok so my mom is supposed to be cooking me some nachos since i am starving but she's sitting down talking on the phone ,Mon Jun 15 13:49:47 PDT 2009,ok so my mom is supposed to be cooking me some nachos since i am starving but shes sitting down talking on the phone,"['ok', 'mom', 'supposed', 'cooking', 'nacho', 'since', 'starving', 'shes', 'sitting', 'talking', 'phone']"
negative,"i hate this!! , i dreamed with AGAIN!! its so annoyin!! , i dream with you almost everyday! , what does it mean? ",Tue Jun 16 10:00:53 PDT 2009,i hate this  i dreamed with again its so annoyin  i dream with you almost everyday  what does it mean,"['hate', 'dreamed', 'annoyin', 'dream', 'almost', 'everyday', 'mean']"
positive,@RachelStarrxxx I don't think people have to vote for you to know you're the hottest on Twitter ,Mon Jun 15 22:39:39 PDT 2009,i dont think people have to vote for you to know youre the hottest on twitter,"['dont', 'think', 'people', 'vote', 'know', 'youre', 'hottest', 'twitter']"
negative,is knackered after a WHOLE weekend of working. Has a bad shoulder and still has coursework to do ,Sun Apr 19 09:53:34 PDT 2009,is knackered after a whole weekend of working has a bad shoulder and still has coursework to do,"['knackered', 'whole', 'weekend', 'working', 'bad', 'shoulder', 'still', 'coursework']"
negative,I can't believe Sasha didn't get a rose ,Mon Jun 01 18:12:15 PDT 2009,i cant believe sasha didnt get a rose,"['cant', 'believe', 'sasha', 'didnt', 'get', 'rose']"
positive,wonder when the Farro brothers (esp. JOSH &lt;3) will give in to twitter ,Wed Jun 03 07:05:27 PDT 2009,wonder when the farro brothers esp josh lt3 will give in to twitter,"['wonder', 'farro', 'brother', 'esp', 'josh', 'lt3', 'give', 'twitter']"
positive,1O days till my 2Oth birthday.. ,Tue Jun 16 00:18:34 PDT 2009,1o days till my 2oth birthday,"['1o', 'day', 'till', '2oth', 'birthday']"
negative,#myweakness- havin ya girl ya wife in &quot;love&quot; wit trey thongz n can't do nothin bout it... ,Fri May 29 18:06:52 PDT 2009,havin ya girl ya wife in quotlovequot wit trey thongz n cant do nothin bout it,"['havin', 'ya', 'girl', 'ya', 'wife', 'quotlovequot', 'wit', 'trey', 'thongz', 'n', 'cant', 'nothin', 'bout']"
positive,@bobbyrettew Yes! Phoenix is awesome! I almost moved to El Paso recently and I'm very happy that I can stay in Phoenix.. ,Thu May 28 21:50:19 PDT 2009,yes phoenix is awesome i almost moved to el paso recently and im very happy that i can stay in phoenix,"['yes', 'phoenix', 'awesome', 'almost', 'moved', 'el', 'paso', 'recently', 'im', 'happy', 'stay', 'phoenix']"
positive,wow SUNDAY!! about to take a little napski ... even tho i woke up like 2 hours ago! ,Sun May 17 10:05:41 PDT 2009,wow sunday about to take a little napski  even tho i woke up like 2 hours ago,"['wow', 'sunday', 'take', 'little', 'napski', 'even', 'tho', 'woke', 'like', '2', 'hour', 'ago']"
negative,i have just made my clothes dirty by making a mess with my chocolate ice cream ,Mon Jun 01 07:35:30 PDT 2009,i have just made my clothes dirty by making a mess with my chocolate ice cream,"['made', 'clothes', 'dirty', 'making', 'mess', 'chocolate', 'ice', 'cream']"
positive,ahahahahah can't stop laughing because of that plates-scene ,Fri May 22 04:42:35 PDT 2009,ahahahahah cant stop laughing because of that platesscene,"['ahahahahah', 'cant', 'stop', 'laughing', 'platesscene']"
negative,"@Lynn_j_R  A nap sounds good to me right about now, but I have too much to do. ",Sun Jun 07 11:15:56 PDT 2009,a nap sounds good to me right about now but i have too much to do,"['nap', 'sound', 'good', 'right', 'much']"
negative,"@Rellacafa ...and it was really quite nice, the denser bread offset the cardboard filling. But now, only white - the balance is all wrong ",Sun May 03 20:41:12 PDT 2009,and it was really quite nice the denser bread offset the cardboard filling but now only white  the balance is all wrong,"['really', 'quite', 'nice', 'denser', 'bread', 'offset', 'cardboard', 'filling', 'white', 'balance', 'wrong']"
positive,Been a while... I have been very enthralled in MapleStory and Warsow. Much love to those that want it  Guessim going back to games. BB! o/,Mon May 18 03:13:23 PDT 2009,been a while i have been very enthralled in maplestory and warsow much love to those that want it  guessim going back to games bb o,"['enthralled', 'maplestory', 'warsow', 'much', 'love', 'want', 'guessim', 'going', 'back', 'game', 'bb']"
negative,Graces dad is dead and Grace didnt even get 2 make things right with her dad! Awwe! ,Mon Jun 22 18:25:07 PDT 2009,graces dad is dead and grace didnt even get 2 make things right with her dad awwe,"['grace', 'dad', 'dead', 'grace', 'didnt', 'even', 'get', '2', 'make', 'thing', 'right', 'dad', 'awwe']"
negative,Tribella is not enjoying the rain ,Sun Jun 07 17:37:31 PDT 2009,tribella is not enjoying the rain,"['tribella', 'enjoying', 'rain']"
negative,Did I tell ya that I had a dog named sugar? And a cat named spice? Lol sugar died 3 yrs ago... That was my baby ,Mon Jun 15 00:20:31 PDT 2009,did i tell ya that i had a dog named sugar and a cat named spice lol sugar died 3 yrs ago that was my baby,"['tell', 'ya', 'dog', 'named', 'sugar', 'cat', 'named', 'spice', 'lol', 'sugar', 'died', '3', 'yr', 'ago', 'baby']"
positive,"just got back from hangin with the bestie at the pool, soo nice ",Sat May 09 19:20:51 PDT 2009,just got back from hangin with the bestie at the pool soo nice,"['got', 'back', 'hangin', 'bestie', 'pool', 'soo', 'nice']"
positive,@DigitalRelish Well theres a boat. Gripping footage I must say ,Sun May 03 05:17:53 PDT 2009,well theres a boat gripping footage i must say,"['well', 'there', 'boat', 'gripping', 'footage', 'must', 'say']"
negative,Agh. Exams suck. ,Fri May 22 07:11:48 PDT 2009,agh exams suck,"['agh', 'exam', 'suck']"
negative,"@danlarsen Damn I'm jealous, I spent a saturday waiting for wind  beam me up scotty http://bit.ly/kpoh9",Mon Apr 20 03:36:43 PDT 2009,damn im jealous i spent a saturday waiting for wind  beam me up scotty,"['damn', 'im', 'jealous', 'spent', 'saturday', 'waiting', 'wind', 'beam', 'scotty']"
negative,rest...then materials ,Sat Jun 20 00:55:34 PDT 2009,restthen materials,"['restthen', 'material']"
positive,"@BradHart Yeah, well, you just have to ignore those people.. Children can't learn without DOING! A GOOD parent knows this! ",Wed Jun 03 07:05:08 PDT 2009,yeah well you just have to ignore those people children cant learn without doing a good parent knows this,"['yeah', 'well', 'ignore', 'people', 'child', 'cant', 'learn', 'without', 'good', 'parent', 'know']"
positive,Watching tv with jaz and jess. Sooo bored! Gah! Come chilllll  Tonight at retro was hella fun  Bidwellll yes!,Sun Jun 14 23:49:46 PDT 2009,watching tv with jaz and jess sooo bored gah come chilllll  tonight at retro was hella fun  bidwellll yes,"['watching', 'tv', 'jaz', 'jess', 'sooo', 'bored', 'gah', 'come', 'chilllll', 'tonight', 'retro', 'hella', 'fun', 'bidwellll', 'yes']"
positive,She looks so cute!  http://sml.vg/oHDCe3,Mon Jun 01 21:49:38 PDT 2009,she looks so cute,"['look', 'cute']"
negative,"@tess_icles i'm a dickhead, and i'm so sorry ",Sun Jun 21 02:42:20 PDT 2009,im a dickhead and im so sorry,"['im', 'dickhead', 'im', 'sorry']"
negative,my dear old munster not yr day  haven't caught any of the post match tittletattle yet.  roll on tipp vs cats!,Sun May 03 05:00:23 PDT 2009,my dear old munster not yr day  havent caught any of the post match tittletattle yet  roll on tipp vs cats,"['dear', 'old', 'munster', 'yr', 'day', 'havent', 'caught', 'post', 'match', 'tittletattle', 'yet', 'roll', 'tipp', 'v', 'cat']"
negative,"@fidothe Alas, no photo. ",Tue Jun 16 02:48:07 PDT 2009,alas no photo,"['ala', 'photo']"
positive,"@SUAREASY No problemo, you're awesome too ",Sun May 31 23:53:23 PDT 2009,no problemo youre awesome too,"['problemo', 'youre', 'awesome']"
negative,@dinosuit So why aren't we having KD this year? Highlight of my summer ,Mon Jun 01 14:22:27 PDT 2009,so why arent we having kd this year highlight of my summer,"['arent', 'kd', 'year', 'highlight', 'summer']"
negative,"@FadingLullabies aw, that sucks.  it comes on every friday @ 10 here.",Fri May 29 18:43:34 PDT 2009,aw that sucks  it comes on every friday  10 here,"['aw', 'suck', 'come', 'every', 'friday', '10']"
negative,Wish I could do #dcth for once but I'm off to my biz comm class ,Thu Jun 18 15:16:55 PDT 2009,wish i could do  for once but im off to my biz comm class,"['wish', 'could', 'im', 'biz', 'comm', 'class']"
positive,@PoeticJustice89 well there is that $6 movie place ,Sat Jun 06 22:57:17 PDT 2009,well there is that 6 movie place,"['well', '6', 'movie', 'place']"
positive,"Feeling much better after that shower  now what to do, ah yes!",Tue Jun 02 09:01:25 PDT 2009,feeling much better after that shower  now what to do ah yes,"['feeling', 'much', 'better', 'shower', 'ah', 'yes']"
negative,"grrr, i sound really deep voiced!! bc of my effin nose ",Sat Apr 18 10:35:17 PDT 2009,grrr i sound really deep voiced bc of my effin nose,"['grrr', 'sound', 'really', 'deep', 'voiced', 'bc', 'effin', 'nose']"
positive,"skipping first hour to have coffee with my mother, then breakfast ",Mon May 18 05:13:32 PDT 2009,skipping first hour to have coffee with my mother then breakfast,"['skipping', 'first', 'hour', 'coffee', 'mother', 'breakfast']"
positive,@InfinityAli lls the one about pussy and half the money ,Sat May 30 17:08:01 PDT 2009,lls the one about pussy and half the money,"['lls', 'one', 'pussy', 'half', 'money']"
positive,@babycakes4ann Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip ,Mon Jun 15 15:24:54 PDT 2009,get 100 followers a day using  once you add everyone you are on the train or pay vip,"['get', '100', 'follower', 'day', 'using', 'add', 'everyone', 'train', 'pay', 'vip']"
negative,moer... tweaked my neck @ gym this morning.. its getting tighter by the hour.. laaaank sore  #feelingsorryformyself,Mon May 18 02:44:11 PDT 2009,moer tweaked my neck  gym this morning its getting tighter by the hour laaaank sore,"['moer', 'tweaked', 'neck', 'gym', 'morning', 'getting', 'tighter', 'hour', 'laaaank', 'sore']"
positive,watching Conan's new show    ,Mon Jun 01 20:52:51 PDT 2009,watching conans new show,"['watching', 'conans', 'new', 'show']"
negative,the connex here is sooooooo bad  i cant tweetttttttttt,Mon Jun 01 08:58:14 PDT 2009,the connex here is sooooooo bad  i cant tweetttttttttt,"['connex', 'sooooooo', 'bad', 'cant', 'tweetttttttttt']"
positive,@tayaa Glad u like &quot;Different Person&quot;  Have u heard &quot;Can't Go&quot;? http://bit.ly/kN2y2,Mon Jun 15 13:27:31 PDT 2009,glad u like quotdifferent personquot  have u heard quotcant goquot,"['glad', 'u', 'like', 'quotdifferent', 'personquot', 'u', 'heard', 'quotcant', 'goquot']"
negative,is trying to login to my iTunes store account - it's not working now because of all the 3.0 OS updating going on now. ,Wed Jun 17 15:50:08 PDT 2009,is trying to login to my itunes store account  its not working now because of all the 30 os updating going on now,"['trying', 'login', 'itunes', 'store', 'account', 'working', '30', 'o', 'updating', 'going']"
positive,"And so the work week begins again. I am not a fan of working on Sundays, but we all have to have our turn. Time to be happy about it! ",Sat May 30 12:24:53 PDT 2009,and so the work week begins again i am not a fan of working on sundays but we all have to have our turn time to be happy about it,"['work', 'week', 'begin', 'fan', 'working', 'sunday', 'turn', 'time', 'happy']"
positive,watching my fav movie with my fav serster ,Sun Jun 07 18:32:48 PDT 2009,watching my fav movie with my fav serster,"['watching', 'fav', 'movie', 'fav', 'serster']"
negative,"wow, going to be so late if duncan doesnt get here sooooon. ",Fri Jun 19 14:30:44 PDT 2009,wow going to be so late if duncan doesnt get here sooooon,"['wow', 'going', 'late', 'duncan', 'doesnt', 'get', 'sooooon']"
negative,Afterparty from his show was nice. Didn't meet anyone worth mentioning though ,Tue Jun 23 11:38:00 PDT 2009,afterparty from his show was nice didnt meet anyone worth mentioning though,"['afterparty', 'show', 'nice', 'didnt', 'meet', 'anyone', 'worth', 'mentioning', 'though']"
negative,@lovehound yea i doubt they'll change anything soon! It seems to be just the way it is! ,Wed Jun 17 07:50:48 PDT 2009,yea i doubt theyll change anything soon it seems to be just the way it is,"['yea', 'doubt', 'theyll', 'change', 'anything', 'soon', 'seems', 'way']"
positive,Helping support WORLD HUNGER RELIEF http://tinyurl.com/otrdah U can help when buying Music &amp; Donating http://bit.ly/EUNLs (Please ReTweet ,Mon Jun 01 20:16:32 PDT 2009,helping support world hunger relief  u can help when buying music amp donating  please retweet,"['helping', 'support', 'world', 'hunger', 'relief', 'u', 'help', 'buying', 'music', 'amp', 'donating', 'please', 'retweet']"
negative,I'm sneezing like mad now. Cannot take it ,Sun Jun 21 05:59:36 PDT 2009,im sneezing like mad now cannot take it,"['im', 'sneezing', 'like', 'mad', 'take']"
positive,Great interaction/ convo today! Awesome. Success. Happy dinner ,Sun May 31 16:44:13 PDT 2009,great interaction convo today awesome success happy dinner,"['great', 'interaction', 'convo', 'today', 'awesome', 'success', 'happy', 'dinner']"
positive,Rainbow Brite inspired makeup  http://twitpic.com/5dazi,Sun May 17 10:11:41 PDT 2009,rainbow brite inspired makeup,"['rainbow', 'brite', 'inspired', 'makeup']"
negative,@witakusuma wow! ujiann ,Sat Jun 06 23:45:02 PDT 2009,wow ujiann,"['wow', 'ujiann']"
negative,i'm sick as a dog :| is that the right saying to use when u have just barffed yir load and feel like shit ? :| ,Wed Jun 17 14:43:29 PDT 2009,im sick as a dog  is that the right saying to use when u have just barffed yir load and feel like shit,"['im', 'sick', 'dog', 'right', 'saying', 'use', 'u', 'barffed', 'yir', 'load', 'feel', 'like', 'shit']"
negative,"I'm kinda of tired, I miss my frinds ",Tue Jun 23 13:10:45 PDT 2009,im kinda of tired i miss my frinds,"['im', 'kinda', 'tired', 'miss', 'frinds']"
positive,Just added two new flyers to the portfolio. www.marcoahmier.com - click the &quot;print&quot; tab. ,Sat Jun 06 07:29:36 PDT 2009,just added two new flyers to the portfolio   click the quotprintquot tab,"['added', 'two', 'new', 'flyer', 'portfolio', 'click', 'quotprintquot', 'tab']"
negative,Grandma is at the hospital after coughing blood... ,Thu Jun 18 19:48:12 PDT 2009,grandma is at the hospital after coughing blood,"['grandma', 'hospital', 'coughing', 'blood']"
positive,@Liiiindsaay If you need a snack idea. Check out this blog.  http://tastyfoodz.blogspot.com,Fri May 22 02:29:01 PDT 2009,if you need a snack idea check out this blog,"['need', 'snack', 'idea', 'check', 'blog']"
negative,@SAFiesta thanks for the credit ,Sat Jun 06 11:43:19 PDT 2009,thanks for the credit,"['thanks', 'credit']"
